,reviews,scores,compound,comp_score
1786, Value for money... i loved it.. gifted to someone.. he is also loved it... goooo for it. Thank u t ,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.9136}",0.9136,pos
1787," Looks nice. But No so good. Looks little kinda big for a lean people. But definitely blavk lovers will love this wrist watch. Light weighs, Best for daily usage and value for money. ","{'neg': 0.049, 'neu': 0.424, 'pos': 0.527, 'compound': 0.9835}",0.9835,pos
1788, Not working after receiving the product. Very worst product waste of money don't buy this watch  ..... N.... Jjj.bbhj .jj ,"{'neg': 0.282, 'neu': 0.643, 'pos': 0.076, 'compound': -0.7548}",-0.7548,neg
1789," This product material is cheap and won't work for long time , it is very delico product , I gave this review after receiving this product ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1790, This product is a excellent product for the prize all must have to try this but only and only one drawback what means little scratch but all are good  pls all must try this product ,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.8316}",0.8316,pos
1791," Upper Glass Watch is non-scratch resistant. otherwise according to water resistant, light weight, flexibility, Money Value wise excellent watch. ❤️ ","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.891}",0.891,pos
1792, A very good product from frastrack.Value for money.If you are a new user you should definitely try it.I am sure it will not disappoint you. ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.8574}",0.8574,pos
1793," Good one, and worth for moneyGreat lookLooks superb👍👍👍👍👍👍👍👍👍👍 ","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.5859}",0.5859,pos
1795, The product was missing but why are u full with me pls return my money i just open box so I see missing inbox ,"{'neg': 0.184, 'neu': 0.755, 'pos': 0.061, 'compound': -0.4497}",-0.4497,neg
1796," Although the dial is quite huge even for my wrist size, it is of very good quality. In fact, for just 765 it really is a good value for money watch for everyday use. ","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.892}",0.892,pos
1797, This product provides value for each penny jus got for itComfortableStylishLight weightAnd budget friendlyFirst i paid 850 with Amazon pay UPI  and then received 245 cashback ,"{'neg': 0.051, 'neu': 0.8, 'pos': 0.149, 'compound': 0.4019}",0.4019,pos
1798, Good product with this money ,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
1799, Excellent ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
1800, I loved the colour+ it look very classy ,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.796}",0.796,pos
1801," Liked the watch very much, good and a must buy ","{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.7165}",0.7165,pos
1802," Look, Quility,Built,Dial -Awesome ","{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,pos
1803,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1804, I like it ,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
1805, Like ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,pos
1806, Great product. Perfect one for daily use👌👌 ,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.8316,pos
1807, Good quality and look but glass may occurred many starches ,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.2382}",0.2382,pos
1808, For daily ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1809, Product is truly good. ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003,pos
1811, Nice Product ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
1812, The price i got this watch..the watch is real worth buying and can go for it for wearing it with formals as well as casuals.it suitss both..you can definitely buy it. ,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.6908}",0.6908,pos
1813, I like this product 👍Also value for money ,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.5994}",0.5994,pos
1814," Bought this for my brother , he loved it . It has that nice look with good rubber strap , it's water resistance and light weight. ","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8625}",0.8625,pos
1815, This watch is light in weight and comfortable in the hand. ,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7579}",0.7579,pos
1816, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1817," Got a slightly damaged product, unfortunately got noticed immediately after removing the tag ","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.578}",-0.578,neg
1818," This product is awesome... look, style 😎👌 ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1819," Good quality watch,best packing system. ","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
1820,                         The media could not be loaded.                      Cons : Only single day of use several scratches on glass watch.Pros : look goodsQuite remarkable stuff ,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5574}",0.5574,pos
1821," I like the size. It's comfortable to wear and waterproof. But there's one thing I don't like, it's useless in the dark because it can't be seen because it doesn't have a light. This watch is good enough for use when you're not going to dark places. ","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.9185}",0.9185,pos
1822," The value of money is very cheap, I did not used till now on water so I don't no about water resistant, It is very light weight ","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.5524}",0.5524,pos
1823, Nice display and value for money of this range ,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.6369}",0.6369,pos
1824, I really like this Fastrack watch. I got this only in 612 rs. Thank you Amazon for a wonderful product. ,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.8655}",0.8655,pos
1825, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1826, Watch is good quality product also good ,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,pos
1827,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1830, Very nice product and affordable price looks are very good ,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.742}",0.742,pos
1831, I bought it for my mom and she liked it very much. It goes with every dress of her and trendy watch ,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.4215,pos
1832, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1833, Go for it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1834, Very good ,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
1835, Nice product good quality 👌 ,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,pos
1836," Unable to adjust the fixing to hand , ","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",0.4939,pos
1837, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1838, Awesome quality ,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
1839, The watch is worthy to watch and the price too. ,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,pos
1840, Fastrack... Awesome product. My wife is using this since 2 years but no complaint from her. quality of product is good. ,"{'neg': 0.2, 'neu': 0.571, 'pos': 0.229, 'compound': 0.2023}",0.2023,pos
1841, It's working good ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1842, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
1843, Go for it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1844, Very good ,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
1845, Nice product good quality 👌 ,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,pos
1846," Unable to adjust the fixing to hand , ","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",0.4939,pos
1847, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1848, Awesome quality ,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
1849, The watch is worthy to watch and the price too. ,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,pos
1850, Fastrack... Awesome product. My wife is using this since 2 years but no complaint from her. quality of product is good. ,"{'neg': 0.2, 'neu': 0.571, 'pos': 0.229, 'compound': 0.2023}",0.2023,pos
1851, It's working good ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1852, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
1853, Its simply good.. Dial size is small but looks elegant.. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1855, One of the worst product bought from amazon ,"{'neg': 0.347, 'neu': 0.508, 'pos': 0.144, 'compound': -0.5267}",-0.5267,neg
1856," I love it ,i gifted to special one nd she felt proud nd happy to wear this ,i love it d its design is gr8 ","{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.9705}",0.9705,pos
1857, Worth it ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,pos
1858, Value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
1859, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1860, Returned ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1861, Dial is actually larger than what it appears on the site. Amazon delivery is too long. ,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1779}",0.1779,pos
1862, I liked the product ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
1863, Product is good ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1864, It's very light weight and durable ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1865, Value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
1866, Need nearest service center from thakur village kandivali. Mumbai. The watch stops sometimes. It's in warranty period so where should i go ,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
1867, Size problem otherwise gd ,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
1868, liked ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1869, Waterproof problem ,"{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
1870," Nice watch, ones who like small dial watch will like the productWe light weight and comes in sturdy packagingWill look good with ethnic attire ","{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.8658}",0.8658,pos
1871, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1872, Nothing to say if you searching for best one take it ,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,pos
1873, Excellent ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
1874, Stylish and Nice looking. Durability yet to check ,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,pos
1875, Good product for reasonable price. Bought it for my wife and she loved it.Had to remove about 6 links from the band as it was way too big for a reasonably built woman's wrist. ,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7783}",0.7783,pos
1876, Nice to look ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
1877, Light weight and same as shown in the pic in fact more attractive and money's worth. ,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.624}",0.624,pos
1878, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1879, It's very nyc watch ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1880," Very  sturdy, sometimes  sleep wearing it on but  highly  durable! ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1881, Nice looking gift able one ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908,pos
1882, Light weight and looks nice ,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,pos
1883, Nice product. But careful to not fall on the ground. ,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.4215}",0.4215,pos
1884, No ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1885, Good for working ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1886, Awesome watch and i brought this for my sister . She is dam happy ,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.8316}",0.8316,pos
1887," Packaging is good and superb ,watch is not working as I receive ","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906,pos
1888," Modern design, good price, lightweight. Did not check water resistance yet. Satisfied with the purchase ","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}",0.6908,pos
1889, Beautiful watch and my GF are very happy ,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.8357}",0.8357,pos
1890," Good gift  buy try to from fast track site . Good buy around 1800. Got old stuff from Amazon , so returned it and bought new.one from fast track site. ","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8555}",0.8555,pos
1891, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1892, Looking good..nice watch.. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1893, N awesome ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,pos
1894, Water resistant ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1895, Though the watch dial is good the strap is not of good looking. I bought this one for my wife she loved it. Overall satisfactory. ,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9042}",0.9042,pos
1896, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
1897, Looking good but in girls hand its looking to big ,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.7391}",0.7391,pos
1898, Not so attractive but Metal is good. suits for light skin also ,"{'neg': 0.116, 'neu': 0.639, 'pos': 0.246, 'compound': 0.4658}",0.4658,pos
1899, Its superb..!!!I liked it ,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.5684}",0.5684,pos
1900, Too much price ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1901, Good looking product ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1902, Worth it. ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,pos
1903, good quality ... ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
1904, - ,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1905, I got Birthday gift from my hubby. I love this very much.... ,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}",0.7964,pos
1906, Very gud product looks smart ,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,pos
1907, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1908," Nice watch, worth money ","{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.5719}",0.5719,pos
1909, Not sure about water resistant ,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}",-0.2411,neg
1910, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
1911, Dial is big ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1912, Ok ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,pos
1913, Ok to take it... ,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,pos
1914, Nice for gifting. ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
1915, Classic watch worth for money ,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",0.2263,pos
1916, Good 👍👍 very nice worth money ,"{'neg': 0.0, 'neu': 0.269, 'pos': 0.731, 'compound': 0.8004}",0.8004,pos
1917, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1918, Good look ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1919, I checked near by fastrack showroom and ordered it in Amazon.The black dial looks so cool and it really goes well with wrist. ,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.6564}",0.6564,pos
1920, Nice product.... ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
1921, Nice watch good looking ,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,pos
1922, Good looking ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1923, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1924, Ok ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,pos
1925, nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
1926," Worth it, Gifted to my soulmate and she loved it. Amazing look.Best diwali gift ever.Thanks cloudtail for the genuine product. ","{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9468}",0.9468,pos
1927, Rellay a nice thing to present this as a gift... Bought for my sis... Really a cool watch at this price with this brand... Worth for money. I could say it... ,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7425}",0.7425,pos
1928, Presentations ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1929, Perfect Choice for gift ,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.765}",0.765,pos
1930, Like ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,pos
1931, Nice product but price is little more. ,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,pos
1932, This is nice watch.I purchase  for mom and she also like this watch. Fasttrack  manufacture good watch. ,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.802}",0.802,pos
1933, Excellent product ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
1934, Wait for offer to buy. Product is nice ,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,pos
1935, Good one and worth money ,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,pos
1936, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
1937, nice product...very good quality...better way for purchasing go to fastrack store ...store more chipper than online buying ,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6908}",0.6908,pos
1938, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
1939, I like it ,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
